row_index,row_id,phase,dataset,dataset_name,dataset_config,text_column,train_split,val_split,val_skip_tokens,model,layers,d_model,heads,ffn_dim,seq_len,batch_size,grad_accum,global_tokens_per_step,train_tokens,val_tokens,steps,eval_interval,eval_batches,seed,method,activation,optimizer,lr,min_lr,weight_decay,extra_args
219,E8_primary_100m_c4_en_m0_100m_seed1337_silu_adamw_lr3em4_wd0p05,E8_primary_100m,c4_en,allenai/c4,en,text,train,validation,0,M0,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,1337,silu_adamw,silu,adamw,0.0003,0.00003,0.05,
220,E8_primary_100m_c4_en_m0_100m_seed1337_silu_muon_lr3em4_wd0p05,E8_primary_100m,c4_en,allenai/c4,en,text,train,validation,0,M0,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,1337,silu_muon,silu,muon,0.0003,0.00003,0.05,--muon-momentum 0.95 --muon-ns-steps 5 --muon-adjust-lr-fn match_rms_adamw
221,E8_primary_100m_c4_en_m0_100m_seed1337_rlb_matrixpolicy_original_lr3em4_wd0p05,E8_primary_100m,c4_en,allenai/c4,en,text,train,validation,0,M0,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,1337,rlb_matrixpolicy_original,rlb_fused_global_rational,rational_matrix_policy_onpolicy,0.0003,0.00003,0.05,--rational-matrix-policy-backbone-optimizer adamw --rational-matrix-policy-adam-lr-scale 3.0 --rational-matrix-policy-group-gain-strength 0.20 --rational-matrix-policy-group-pressure-strength 0.10 --rational-matrix-policy-group-activity-damping 0.20 --rational-matrix-policy-group-start 0.02 --rational-matrix-policy-group-end 0.30 --rational-matrix-policy-group-min-scale 0.75 --rational-matrix-policy-group-max-scale 1.35
222,E8_primary_100m_c4_en_m0_100m_seed1337_silu_adamw_lr3em4_wd0p10,E8_primary_100m,c4_en,allenai/c4,en,text,train,validation,0,M0,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,1337,silu_adamw,silu,adamw,0.0003,0.00003,0.10,
223,E8_primary_100m_c4_en_m0_100m_seed1337_silu_muon_lr3em4_wd0p10,E8_primary_100m,c4_en,allenai/c4,en,text,train,validation,0,M0,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,1337,silu_muon,silu,muon,0.0003,0.00003,0.10,--muon-momentum 0.95 --muon-ns-steps 5 --muon-adjust-lr-fn match_rms_adamw
224,E8_primary_100m_c4_en_m0_100m_seed1337_rlb_matrixpolicy_original_lr3em4_wd0p10,E8_primary_100m,c4_en,allenai/c4,en,text,train,validation,0,M0,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,1337,rlb_matrixpolicy_original,rlb_fused_global_rational,rational_matrix_policy_onpolicy,0.0003,0.00003,0.10,--rational-matrix-policy-backbone-optimizer adamw --rational-matrix-policy-adam-lr-scale 3.0 --rational-matrix-policy-group-gain-strength 0.20 --rational-matrix-policy-group-pressure-strength 0.10 --rational-matrix-policy-group-activity-damping 0.20 --rational-matrix-policy-group-start 0.02 --rational-matrix-policy-group-end 0.30 --rational-matrix-policy-group-min-scale 0.75 --rational-matrix-policy-group-max-scale 1.35
225,E8_primary_100m_c4_en_m0_100m_seed1337_silu_adamw_lr3em4_wd0p20,E8_primary_100m,c4_en,allenai/c4,en,text,train,validation,0,M0,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,1337,silu_adamw,silu,adamw,0.0003,0.00003,0.20,
226,E8_primary_100m_c4_en_m0_100m_seed1337_silu_muon_lr3em4_wd0p20,E8_primary_100m,c4_en,allenai/c4,en,text,train,validation,0,M0,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,1337,silu_muon,silu,muon,0.0003,0.00003,0.20,--muon-momentum 0.95 --muon-ns-steps 5 --muon-adjust-lr-fn match_rms_adamw
227,E8_primary_100m_c4_en_m0_100m_seed1337_rlb_matrixpolicy_original_lr3em4_wd0p20,E8_primary_100m,c4_en,allenai/c4,en,text,train,validation,0,M0,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,1337,rlb_matrixpolicy_original,rlb_fused_global_rational,rational_matrix_policy_onpolicy,0.0003,0.00003,0.20,--rational-matrix-policy-backbone-optimizer adamw --rational-matrix-policy-adam-lr-scale 3.0 --rational-matrix-policy-group-gain-strength 0.20 --rational-matrix-policy-group-pressure-strength 0.10 --rational-matrix-policy-group-activity-damping 0.20 --rational-matrix-policy-group-start 0.02 --rational-matrix-policy-group-end 0.30 --rational-matrix-policy-group-min-scale 0.75 --rational-matrix-policy-group-max-scale 1.35
228,E8_primary_100m_c4_en_m0_100m_seed1337_silu_adamw_lr5em4_wd0p00,E8_primary_100m,c4_en,allenai/c4,en,text,train,validation,0,M0,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,1337,silu_adamw,silu,adamw,0.0005,0.00005,0.00,
229,E8_primary_100m_c4_en_m0_100m_seed1337_silu_muon_lr5em4_wd0p00,E8_primary_100m,c4_en,allenai/c4,en,text,train,validation,0,M0,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,1337,silu_muon,silu,muon,0.0005,0.00005,0.00,--muon-momentum 0.95 --muon-ns-steps 5 --muon-adjust-lr-fn match_rms_adamw
230,E8_primary_100m_c4_en_m0_100m_seed1337_rlb_matrixpolicy_original_lr5em4_wd0p00,E8_primary_100m,c4_en,allenai/c4,en,text,train,validation,0,M0,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,1337,rlb_matrixpolicy_original,rlb_fused_global_rational,rational_matrix_policy_onpolicy,0.0005,0.00005,0.00,--rational-matrix-policy-backbone-optimizer adamw --rational-matrix-policy-adam-lr-scale 3.0 --rational-matrix-policy-group-gain-strength 0.20 --rational-matrix-policy-group-pressure-strength 0.10 --rational-matrix-policy-group-activity-damping 0.20 --rational-matrix-policy-group-start 0.02 --rational-matrix-policy-group-end 0.30 --rational-matrix-policy-group-min-scale 0.75 --rational-matrix-policy-group-max-scale 1.35
231,E8_primary_100m_c4_en_m0_100m_seed1337_silu_adamw_lr5em4_wd0p05,E8_primary_100m,c4_en,allenai/c4,en,text,train,validation,0,M0,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,1337,silu_adamw,silu,adamw,0.0005,0.00005,0.05,
232,E8_primary_100m_c4_en_m0_100m_seed1337_silu_muon_lr5em4_wd0p05,E8_primary_100m,c4_en,allenai/c4,en,text,train,validation,0,M0,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,1337,silu_muon,silu,muon,0.0005,0.00005,0.05,--muon-momentum 0.95 --muon-ns-steps 5 --muon-adjust-lr-fn match_rms_adamw
233,E8_primary_100m_c4_en_m0_100m_seed1337_rlb_matrixpolicy_original_lr5em4_wd0p05,E8_primary_100m,c4_en,allenai/c4,en,text,train,validation,0,M0,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,1337,rlb_matrixpolicy_original,rlb_fused_global_rational,rational_matrix_policy_onpolicy,0.0005,0.00005,0.05,--rational-matrix-policy-backbone-optimizer adamw --rational-matrix-policy-adam-lr-scale 3.0 --rational-matrix-policy-group-gain-strength 0.20 --rational-matrix-policy-group-pressure-strength 0.10 --rational-matrix-policy-group-activity-damping 0.20 --rational-matrix-policy-group-start 0.02 --rational-matrix-policy-group-end 0.30 --rational-matrix-policy-group-min-scale 0.75 --rational-matrix-policy-group-max-scale 1.35
234,E8_primary_100m_c4_en_m0_100m_seed1337_silu_adamw_lr5em4_wd0p10,E8_primary_100m,c4_en,allenai/c4,en,text,train,validation,0,M0,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,1337,silu_adamw,silu,adamw,0.0005,0.00005,0.10,
235,E8_primary_100m_c4_en_m0_100m_seed1337_silu_muon_lr5em4_wd0p10,E8_primary_100m,c4_en,allenai/c4,en,text,train,validation,0,M0,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,1337,silu_muon,silu,muon,0.0005,0.00005,0.10,--muon-momentum 0.95 --muon-ns-steps 5 --muon-adjust-lr-fn match_rms_adamw
236,E8_primary_100m_c4_en_m0_100m_seed1337_rlb_matrixpolicy_original_lr5em4_wd0p10,E8_primary_100m,c4_en,allenai/c4,en,text,train,validation,0,M0,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,1337,rlb_matrixpolicy_original,rlb_fused_global_rational,rational_matrix_policy_onpolicy,0.0005,0.00005,0.10,--rational-matrix-policy-backbone-optimizer adamw --rational-matrix-policy-adam-lr-scale 3.0 --rational-matrix-policy-group-gain-strength 0.20 --rational-matrix-policy-group-pressure-strength 0.10 --rational-matrix-policy-group-activity-damping 0.20 --rational-matrix-policy-group-start 0.02 --rational-matrix-policy-group-end 0.30 --rational-matrix-policy-group-min-scale 0.75 --rational-matrix-policy-group-max-scale 1.35
237,E8_primary_100m_c4_en_m0_100m_seed1337_silu_adamw_lr5em4_wd0p20,E8_primary_100m,c4_en,allenai/c4,en,text,train,validation,0,M0,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,1337,silu_adamw,silu,adamw,0.0005,0.00005,0.20,
238,E8_primary_100m_c4_en_m0_100m_seed1337_silu_muon_lr5em4_wd0p20,E8_primary_100m,c4_en,allenai/c4,en,text,train,validation,0,M0,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,1337,silu_muon,silu,muon,0.0005,0.00005,0.20,--muon-momentum 0.95 --muon-ns-steps 5 --muon-adjust-lr-fn match_rms_adamw
239,E8_primary_100m_c4_en_m0_100m_seed1337_rlb_matrixpolicy_original_lr5em4_wd0p20,E8_primary_100m,c4_en,allenai/c4,en,text,train,validation,0,M0,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,1337,rlb_matrixpolicy_original,rlb_fused_global_rational,rational_matrix_policy_onpolicy,0.0005,0.00005,0.20,--rational-matrix-policy-backbone-optimizer adamw --rational-matrix-policy-adam-lr-scale 3.0 --rational-matrix-policy-group-gain-strength 0.20 --rational-matrix-policy-group-pressure-strength 0.10 --rational-matrix-policy-group-activity-damping 0.20 --rational-matrix-policy-group-start 0.02 --rational-matrix-policy-group-end 0.30 --rational-matrix-policy-group-min-scale 0.75 --rational-matrix-policy-group-max-scale 1.35
